Engine_ID,RUL,Health_State,Flight_cycle_number,Cycle_Percentage,Cycle_Log,Cycle_Squared,Engine_Max_Cycle,HPC_outlet_temperature_R_cummax,LPC_outlet_temperature_R_cummax,Fan_stall_margin_cumsum,HPT_outlet_temperature_R_cumsum,LPC_stall_margin,LPC_outlet_temperature_R_cumsum,HPC_outlet_temperature_R_cumsum,HPT_outlet_temperature_R_rolling_max_10,Fan_stall_margin_rolling_max_5,HPT_outlet_temperature_R_rolling_max_5,Temp_Ratio_HPC_LPC,Fan_stall_margin_rolling_max_10,HPC_outlet_temperature_R_rolling_max_10,LPC_outlet_temperature_R_rolling_max_10,Press_Ratio_Fan,Fan_stall_margin_trend_2nd
242,92,1,181,0.8381426891574624,0.41569926547971014,0.7313057313057313,-0.3939393939393939,-0.08421052631579865,-0.1664254703328484,-0.46959241565603627,-0.4775154737080365,-0.1391298063024008,-0.4488030552517694,-0.44859979102453523,0.021978021978124943,-0.21052631578922174,-0.11206896551722956,-1.567244979684803,0.2666666666670709,-0.07117437722421685,-0.22118380062306178,0.28181240151494136,0.0009705719550191736
162,17,0,296,1.2906872699112832,0.8591533988119113,2.1393606393606395,0.30303030303030304,-1.6112781954887236,-1.6302460202604812,-0.5946206464634588,-0.5980135201164307,0.11036426712923224,-0.5213756532773105,-0.5213251392034408,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.1158225333353874,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.09482210488485787,-0.0006975985926693413
10,169,2,312,0.9929260530094939,0.9066667651098194,2.1393606393606395,0.9494949494949495,0.01954887218045051,-0.004341534008679139,-0.20978215528759603,-0.20823825203162713,0.302038161318296,-0.11965349455530237,-0.11971181507872215,-0.16483516483512503,-0.31578947368383264,0.12068965517239352,0.7147044658766318,-0.7333333333359607,0.17437722419929488,0.12772585669780795,-0.7816327094794452,-0.0005762770982933239
59,239,2,60,-0.4639770439742614,-0.5741497752210784,-0.34765234765234765,0.1414141414141414,1.3609022556390955,1.4312590448625226,-0.012934658120827308,-0.010692352307044618,0.37763804567794496,0.009696030098278541,0.009471493294235148,-0.02197802197800001,1.5263157894730544,0.23275862068962308,-0.3136887132954986,1.6000000000024253,2.225978647686834,2.2102803738317593,-0.8152489425814828,-0.0008795808342368157
127,185,2,50,-0.46122678642898624,-0.7362807774429369,-0.38835238835238833,-0.3434343434343434,-0.05263157894737202,-0.030390738060770427,-0.470922672063974,-0.470459316363261,-0.4613327551315445,-0.3884080153453821,-0.3882631036734197,0.373626373626375,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,0.13333333333353545,0.003558718861206797,0.07165109034268398,0.28435573494042443,-0.32304880915370754
11,269,2,32,-0.6882062267580823,-1.1304681682211033,-0.442964442964443,0.15151515151515152,0.037593984962406145,-0.06078147612155731,-0.15999849035829386,-0.1618996101884606,-0.8026163631107407,-0.06307505066987926,-0.0630274822648581,-0.5934065934065,-0.05263157894610873,-0.21551724137929515,9.832562206167869e-05,-0.4000000000006063,0.024911032028488034,-0.12149532710279812,0.2405661681364545,-0.1769777299231881
25,188,2,5,-0.890827201140021,-2.1198157098983583,-0.4799274799274799,-0.5050505050505051,0.024060150375935146,-0.05643994211287817,-0.2882534418977339,-0.2780632396592872,0.4373373807458858,-0.10062482564871025,-0.10015992806381191,0.18681318681324996,0.21052631578922174,0.39655172413793444,0.3332428929913746,0.19999999999878734,0.18505338078291528,0.015576323987524598,-0.7505598098028926,0.6954754665190597
31,168,2,15,-0.8289688504065396,-1.78598811377583,-0.4725274725274725,0.29292929292929293,-0.03909774436090102,0.02315484804632165,0.22522091774681177,0.238745181413903,0.015972824515749832,0.4309751575641921,0.4309542549144341,0.18681318681324996,0.2631578947377239,0.3448275862068526,0.2347570668164005,0.0,0.035587188612108425,0.11526479750778827,-0.7096453155668593,1.2391474131982618
212,95,1,54,-0.3816228203627199,-0.6679074957612731,-0.372960372960373,-0.5151515151515151,-1.6112781954887236,-1.6302460202604812,-0.7673369454310198,-0.7597492120589423,-0.8133130962706104,-0.6230472038373329,-0.6229538692425635,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.4768024751041392,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.23249384900340062,-0.5009061199111324
251,30,1,236,1.0462983466050977,0.6548038397062325,1.5799015799015799,-0.010101010101010102,-0.0736842105263174,0.004341534008695592,-0.5076364939641782,-0.5105599970424963,-0.33167100318012177,-0.43377662791644955,-0.4336885427157797,-0.86813186813175,-2.1315789473688618,-2.1120689655172296,-0.8216165352677786,-0.8666666666694962,-0.04626334519572882,0.1464174454828729,0.22585906615431403,-0.9170691759995747
189,121,2,118,0.16006674966704112,0.030960820942546503,0.034336034336034334,-0.2727272727272727,-1.6112781954887236,-1.6302460202604812,-0.39731158280442413,-0.3996598870777667,0.16717259323503475,-0.39002056419460196,-0.39008666088857535,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.16507866592702752,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4855002349818925,1.2086653877359126
41,65,1,214,0.7168765915067933,0.5665865772812057,1.2136012136012135,0.2222222222222222,1.8000000000000103,1.712011577424037,-0.0711237792237589,-0.060476067412948094,0.351908065914998,0.13332707931656765,0.1337720700204049,0.142857142857125,-0.10526315789461087,0.33620689655168867,0.3816692703525543,1.9666666666658583,2.225978647686834,2.2102803738317593,-0.6664086473336472,-1.2241642086426394
96,159,2,49,-0.7140724889786348,-0.7542123693060506,-0.39201539201539204,2.0454545454545454,0.8887218045112765,0.9247467438494957,0.4221933571427945,0.43909861705314773,0.3880456779415956,0.7685291293174317,0.7685114637819527,0.978021978022,0.42105263157844347,0.23275862068962308,0.6686978246429058,0.19999999999878734,1.1672597864768812,0.9252336448598111,-0.7480164763774095,-0.000303303735944871
51,208,2,77,-0.3495663300908153,-0.35154233290577275,-0.2614792614792615,0.24242424242424243,0.16090225563908872,0.11722141823445194,0.17408891023754397,0.18980268079572196,0.33022549869903944,0.36738168182031383,0.3673466928113069,-0.20879120879112506,-0.26315789473533047,0.08620689655173766,-0.10587958123671198,-0.4666666666688899,0.5088967971530169,0.3894080996884691,-0.775882564343572,1.4336560990590015
184,277,2,102,-0.32184793061271244,-0.09979068440533334,-0.0959040959040959,1.02020202020202,-1.6112781954887236,-1.6302460202604812,-0.1960874165596529,-0.2041542463719138,-2.1811939867013583,-0.30818050079862147,-0.3086365346543992,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.2483333367533832,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,-1.9999431305495103
8,73,1,194,0.7698993707846359,0.4781734005762661,0.9116809116809117,-0.13131313131313133,-0.15639097744360408,-0.1490593342981154,-0.32849332913229684,-0.32508545546428447,0.2673460537727675,-0.167700142937199,-0.16736534759201366,0.307692307692375,0.36842105263233477,0.49137931034483606,0.6518154224911608,0.13333333333353545,-0.24199288256226448,-0.18380062305296732,-0.6562353136317151,1.4679597515942402
38,67,1,110,0.36414305774348116,-0.03205700423232354,-0.033152033152033154,-0.7878787878787878,1.2526315789473788,1.17366136034733,-0.15732118323982108,-0.14648431982472604,-0.8487279560566735,0.03295504760870267,0.03326681890924022,0.08791208791212497,0.0,0.24999999999995098,-0.5054118941467831,0.9333333333347481,2.225978647686834,2.2102803738317593,0.20639703646366095,-0.19472099847589963
42,82,1,139,0.25599578260776806,0.17812427911390047,0.23402523402523404,-0.0707070707070707,-0.04360902255638566,-0.0882778581765581,-0.5530632369624882,-0.5477017790012357,-0.8517635154669082,-0.42028770122916115,-0.4202298520508206,-0.5494505494505,-0.10526315789461087,-0.1810344827586393,-0.7525414332810142,-0.3333333333353544,0.024911032028488034,-0.05295950155765446,0.3153180549028278,-0.34057976509125515
54,188,2,6,-0.8873808907592132,-2.1198157098983583,-0.47952047952047955,-0.23232323232323232,-0.03157894736842663,-0.054992764109985125,-0.23425348425259598,-0.22355170382553802,0.18451864700779896,0.01390169179382488,0.014142524620642426,0.16483516483524996,0.21052631578922174,0.3793103448276065,0.14887003651934613,0.0,0.05338078291814241,0.018691588785029516,-0.750780969231195,0.000636937845480643
213,1,0,195,1.2906872699112832,0.4828052050395535,0.926073926073926,-0.7171717171717171,-0.28721804511277815,-0.24891461649781788,-0.5089818836997312,-0.5032380828819478,0.8229979762937265,-0.3918859069846669,-0.39177292730190033,0.384615384615375,-2.1315789473688618,-2.1120689655172296,-0.3551663348193498,0.3333333333323228,-0.551601423487539,-0.3987538940809839,0.29961573549332277,1.242271441678484
82,189,2,8,-0.8751042228366377,-2.1198157098983583,-0.4784844784844785,-0.010101010101010102,0.6812030075187953,0.6700434153400893,-0.1979650565006015,-0.1941928996893574,-0.5162619254119755,-0.02820726140720311,-0.028228980097025867,0.4945054945055,0.47368421052694565,0.008620689655163966,-0.9305383831863049,0.2666666666670709,1.7402135231317015,1.579439252336411,0.31509689547452546,-1.7765713029170245
135,265,2,29,-0.713677105346345,-1.2167730417658804,-0.4497354497354497,0.1717171717171717,-0.08571428571429353,-0.09840810419680943,-0.5561395471822318,-0.5540464614061464,0.25130095403296293,-0.4747529457653311,-0.47462425813185993,-0.27472527472525,-0.36842105262994135,0.03448275862065586,0.1276772908928335,-0.8000000000012126,-0.07473309608542365,-0.07476635514018891,-0.7610648826472783,1.0681750972467616
88,162,2,226,0.3752464529351552,0.6157669416742142,1.4089614089614089,1.1818181818181819,1.369924812030082,1.4124457308248966,0.2869361041841021,0.2953165069510056,-2.1811939867013583,0.34798764667109383,0.34783777467330557,1.241758241758125,1.5789473684215565,0.3275862068965247,0.5144100817280084,1.6666666666707088,2.225978647686834,2.2102803738317593,1.7857932712243938,-1.9690175233733458
14,23,1,230,1.1712151767099481,0.6315842136808867,1.4764494764494764,-0.23232323232323232,-0.034586466165416385,-0.08393632416786251,-0.08190645970241686,-0.0724239637315186,-0.3299363978028335,0.06832941222940063,0.06813029840312981,0.010989010989124937,-0.21052631578922174,0.0,-0.748874058653119,-0.13333333333353545,-0.03914590747331522,-0.04361370716510429,0.022281812401514084,1.2419681379425402
56,162,2,185,0.2907428847933339,0.4353851668322441,0.7854737854737854,0.696969696969697,-0.18045112781955633,-0.1751085383502067,-0.1153918998956214,-0.10570494785481589,-0.9013443191674043,0.06413658772616293,0.06438257391956853,0.32967032967037496,0.36842105263233477,0.5086206896551639,0.10501797162537428,0.13333333333353545,-0.3096085409252745,-0.2398753894080913,0.18096370220883035,0.20739909463834863
63,131,2,39,-0.5217723112300434,-0.956272380293791,-0.4245754245754246,-0.5959595959595959,-0.06315789473683617,-0.024602026049198242,-0.3665817001066298,-0.35815997235013075,-0.648091934085002,-0.1620320287948098,-0.16186428332629416,0.978021978022,0.42105263157844347,0.5,-0.6925322036302689,0.19999999999878734,-0.02135231316724078,0.024922118380039358,0.11638514914438929,0.32411037222950906
60,19,0,199,1.1054441165392024,0.5010990756825459,0.9843859843859843,-0.494949494949495,0.7187969924812013,0.781476121562969,-0.37187208997759835,-0.3586203384876902,0.9900982943047196,-0.1525571933947708,-0.15237340163638058,0.5384615384615,0.157894736843113,0.6724137931033773,-0.10185215227783206,0.0666666666652519,1.8291814946619525,1.8193146417445376,-0.6902938655903574,-0.33806234408292213
234,190,2,17,-0.7498083789080857,-1.6793337142257108,-0.4701594701594702,-0.696969696969697,-0.15338345864661432,-0.14471780028943626,-0.4386512200299555,-0.43888866219344236,-0.607039606822785,-0.40756801860405406,-0.407564513576593,-0.5384615384613751,-2.1315789473688618,-2.1120689655172296,0.8839933995639355,-0.06666666666828355,-0.23487544483985087,-0.1744548286604526,0.26246095153843946,-0.32556623016204195
247,30,1,167,0.8249943714392902,0.34321932914836906,0.5510415510415511,-0.5555555555555556,-1.6112781954887236,-1.6302460202604812,-0.5961779027856255,-0.5910947750884723,0.20995952587452682,-0.48540485295243074,-0.4852354746855674,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.052126733056668546,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.43054211704862777,0.32665812361143853
195,154,2,36,-0.4101011378886727,-1.0268677877488306,-0.4329004329004329,-1.1616161616161615,-0.22706766917293175,-0.1823444283646884,-0.6420730407289058,-0.6290484755079984,-0.01626192541196892,-0.476909594073167,-0.4768533996241795,0.681318681318625,0.2631578947377239,0.7844827586206069,0.2991540783823194,0.0,-0.40925266903914576,-0.2554517133956513,-0.4318690736184439,1.2232846278084033
48,1,0,230,0.6575968321060768,0.6315842136808867,1.4764494764494764,0.5555555555555556,0.01203007518797612,-0.023154848046305194,-0.1197037909493196,-0.10432315191768647,1.8188060132986417,0.09696326341178012,0.09720974785653427,0.5054945054945,0.47368421052694565,0.6465517241378854,0.8258139776786356,0.2666666666670709,0.01067615658362039,-0.2647975077881661,-0.6348934288004859,-1.2244068516313948
95,99,1,67,-0.4119367097133103,-0.47578011597084696,-0.31475931475931473,0.16161616161616163,-0.028571428571436876,-0.030390738060770427,-0.23344864959734954,-0.22176743628026943,0.24392888117953385,0.017335146998195404,0.017655492313287145,0.5934065934066249,0.36842105263233477,0.7155172413792952,-0.24639270147494557,0.13333333333353545,0.060498220640556,0.07165109034268398,-0.6961545904403837,-0.000758259339859419
69,281,2,81,-0.43153332784694776,-0.30625710699938485,-0.23809523809523808,0.8888888888888888,0.263157894736843,0.31693198263387334,-0.15309916938793572,-0.13821028478877034,0.35928013876842707,0.10445129643298863,0.10471672505892494,0.5274725274725001,0.47368421052694565,0.1551724137931474,0.4810128793616092,0.3333333333323228,0.750889679715322,0.8193146417445376,-0.740828794957565,-9.099112078373716e-05
221,96,1,178,0.6603459841312856,0.40064879494000266,0.6914566914566914,-0.18181818181818182,0.3563909774436109,0.4717800289435609,-0.5147818237846725,-0.5146537680445216,-0.4708730847065642,-0.4374747267776425,-0.4374509394987733,-0.8571428571427501,0.2631578947377239,-0.4224137931034263,0.6301347073411847,0.0,0.9715302491103456,1.1526479750778473,0.15177065767284978,0.0005762770982933239
41,190,2,89,-0.2523982030953857,-0.2219622582493734,-0.18777518777518779,0.2222222222222222,1.8000000000000103,1.712011577424037,-0.030303658062093373,-0.0221338458742998,-0.5044087886672557,0.14702831341511285,0.14745084517684834,0.142857142857125,-0.10526315789461087,0.33620689655168867,-0.5108533661029562,1.9666666666658583,2.225978647686834,2.2102803738317593,0.3456168965803222,-0.5346638257216728
40,31,1,157,0.8647659416110433,0.28764877868402344,0.4311614311614312,-0.7272727272727273,-0.21954887218045735,-0.20260492040520747,-0.46009514526079753,-0.44844823479231033,0.7294738363689014,-0.25674878355259423,-0.2568003487815179,1.076923076923,1.3684210526323348,1.0948275862068035,-0.19343139805801177,1.400000000003638,-0.39145907473311176,-0.29906542056075563,-0.6543554584911391,0.533966227129002
187,246,2,27,-0.7079045555968362,-1.2792471768624365,-0.4538794538794539,-0.09090909090909091,1.2436090225563925,1.2445730824891552,-0.42696423094989716,-0.42591959007883073,-0.8341283607979249,-0.3448780837034312,-0.3450091649470382,0.09890109890112499,1.0,0.3275862068965247,-0.03204269220003957,0.9333333333347481,2.225978647686834,2.2102803738317593,0.08188427832914022,0.3069130504014986
4,72,1,163,0.39576155367153015,0.32139861549491366,0.5022015022015022,0.06060606060606061,-0.03909774436090102,-0.06078147612155731,0.04636916174791237,0.044379993185186116,-0.5175628794449351,0.10528867636203851,0.10527741650151594,0.296703296703375,-2.1315789473688618,-2.1120689655172296,-1.0595755747344828,-0.4000000000006063,0.035587188612108425,-0.2398753894080913,0.2961877643546283,-0.27224543338312507
185,22,1,237,1.1168966763888382,0.658616543436845,1.5974025974025974,-0.09090909090909091,-1.6112781954887236,-1.6302460202604812,-0.39915249674298936,-0.4034383770280088,-0.006143394044524222,-0.41877093758408973,-0.41884331975446953,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.6262724578413048,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.07414369833853986,0.866114148361022
205,189,2,53,-0.41412862596614936,-0.6845229307092032,-0.37691937691937694,-0.42424242424242425,-0.18796992481203073,-0.19102749638204666,-0.385067059788686,-0.3852099705540053,-0.5963428736629153,-0.3294309914509236,-0.3295728579228845,0.27472527472525,-2.1315789473688618,-2.1120689655172296,-0.07449895728382469,0.19999999999878734,-0.31672597864768814,-0.27414330218068084,0.349266027147319,-0.9333565866197554
19,98,1,65,-0.2309601252853611,-0.5028124457268052,-0.3245273245273245,-0.6262626262626263,0.40902255639098295,0.32706222865412465,-0.5426760530823611,-0.5372577453986928,-0.30883203237929996,-0.3748884768918195,-0.374619961244169,0.16483516483524996,0.5789473684215565,0.3793103448276065,-1.4205875820374358,0.4000000000006063,1.0960854092527048,0.841121495327072,0.25671080640256627,-0.3060637999408568
197,16,0,138,0.971657394659366,0.17163309864158502,0.22377622377622378,-1.0606060606060606,-0.27368421052632425,-0.06512301013023646,-0.5167530319829498,-0.5085804226509905,-2.1811939867013583,-0.41264759685291286,-0.4128895102491252,-0.20879120879112506,0.10526315789461087,0.08620689655173766,0.04280298307428795,-0.200000000001819,-0.5195729537366779,-0.0031152647975049197,1.7857932712243938,0.33915423753232143
215,21,1,340,1.245636941705681,0.9842507128368512,2.1393606393606395,0.8181818181818182,-1.6112781954887236,-1.6302460202604812,-0.47544015490990876,-0.47938135161405415,0.13826250361375667,-0.4631066499124849,-0.46310859912029084,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.2446022126880594,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.3174190694717062,0.002092795778012162
3,32,1,147,0.2257405688924279,0.2284436572397659,0.31868131868131866,0.15151515151515152,0.15639097744360408,0.2908827785817656,-0.20616104527370246,-0.19040534192125436,0.9526597282451624,0.014951379134131363,0.01513395285370981,0.362637362637375,0.0,0.3706896551724425,-0.16766245832825574,0.0,0.03914590747331522,0.006230529595009839,-0.6511486467807489,-0.0020624654044171234
84,140,2,86,-0.20099295761795125,-0.2526606488761493,-0.2072002072002072,-0.0707070707070707,1.6300751879699351,1.6845151953690363,0.05579058095229889,0.06375233975857991,0.22311361665220625,0.23860884334428611,0.23897245694990146,0.582417582417625,0.47368421052694565,0.1551724137931474,0.10714140772298479,1.8666666666694962,2.225978647686834,2.2102803738317593,-0.8376966245542257,0.5340572182497844
92,67,1,124,-0.11836134578468435,0.07550336417598866,0.08806008806008805,0.7070707070707071,-0.05112781954887714,-0.013024602026037418,-0.3276370042526033,-0.32333536661710754,-0.785703960682292,-0.1626432766439629,-0.16242078268333296,0.31868131868137495,-0.31578947368383264,-0.21551724137929515,-0.4700600835167331,0.5333333333341418,-0.14234875444839326,0.10903426791277843,0.33113095402648407,-0.5004814946808102
85,82,1,184,0.29889953083508153,0.4305036682275063,0.7718207718207718,0.6565656565656566,0.5969924812030136,0.46888567293777483,-0.2189378184948364,-0.20618194995052808,0.4499132697311402,-0.09204266885228098,-0.09180510155851257,-0.3956043956042501,0.42105263157844347,-0.06034482758614775,0.8012240553132162,0.19999999999878734,1.540925266903959,1.1464174454828375,-0.8323887982749572,-0.03324208945943704
97,64,1,211,0.8559786230985563,0.5538624925343081,1.1664261664261664,-0.04040404040404041,1.6872180451127918,1.6685962373372127,-0.1001722015812757,-0.08562321891490997,0.5120699624168907,0.19528134435027758,0.19530769383941587,1.164835164835125,0.9473684210538913,1.1637931034482134,0.19373623739165421,1.400000000003638,2.225978647686834,2.2102803738317593,-0.8452160451165237,3.033037359365954e-05
67,184,2,129,0.09375144297693201,0.1110183395540571,0.13486513486513488,0.12121212121212122,-0.048120300751887383,-0.12590448625181022,-0.23239522235310586,-0.2198059975244857,0.39642960393177834,0.02672407195740028,0.02708349271991935,0.21978021978024997,0.6315789473676653,0.23275862068962308,0.41162720723688523,0.4666666666658582,0.014234875444827188,-0.1339563862928532,-0.7233572001216372,0.5341178789969758
17,18,0,133,0.06091332510575109,0.13846031229290154,0.17364117364117365,0.30303030303030304,0.8165413533834539,0.7192474674385022,-0.153594693590948,-0.13894687060886562,-0.9541052327262316,0.10187595816062786,0.1017969374718999,0.08791208791212497,0.5789473684215565,0.24999999999995098,0.22002390201742794,0.4000000000006063,2.0604982206405964,1.6853582554516844,0.32272689575097463,-1.0357519278743714
212,19,0,210,1.238752173940041,0.5495810859851261,1.150849150849151,-0.5151515151515151,-1.6112781954887236,-1.6302460202604812,-0.7319749726135213,-0.7222928465728706,-2.1811939867013583,-0.605794017374646,-0.6057862308853998,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.8988734727638958,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,-0.42923544710762057
25,88,1,105,0.1430659131023033,-0.07379322995999041,-0.07292707292707293,-0.5050505050505051,0.024060150375935146,-0.05643994211287817,-0.24418242359042153,-0.23325845408353485,0.5164064758600719,-0.045918636887672115,-0.045438539309710285,0.18681318681324996,0.21052631578922174,0.39655172413793444,0.2908114720002873,0.19999999999878734,0.11387900355873888,0.015576323987524598,-0.7839548834766259,0.9305055315018839
215,145,2,216,0.4476025563493004,0.5749710427234285,1.2454212454212454,0.8181818181818182,-1.6112781954887236,-1.6302460202604812,-0.43264439628334683,-0.43718670253337394,0.3004481063891304,-0.42417045816433085,-0.424187180811986,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.015953194502921778,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.4925773366875838,0.3221995586930644
3,23,1,156,0.2972668398563809,0.2818994527144504,0.4195804195804196,0.15151515151515152,0.15639097744360408,0.2908827785817656,-0.16208818143863218,-0.14551824846030192,1.141153512575895,0.06956178269102117,0.06974634738345731,0.6483516483516251,0.0,0.758620689655115,0.18986730932213683,0.0,-0.06761565836301006,0.006230529595009839,-0.675033865037459,-0.32216922831946937
94,24,1,282,0.8415148959730315,0.8154303501207646,2.1393606393606395,0.8787878787878788,1.487218045112785,1.4674384949348818,0.12508996371092637,0.1453508425920986,0.8954177507950313,0.32346268450378074,0.32309818178769384,0.395604395604375,1.6842105263161673,0.1551724137931474,-0.14695891912669787,1.8000000000042442,2.225978647686834,2.2102803738317593,-0.3875266082437181,-0.2104321319977863
56,97,1,178,0.2440788134878296,0.40064879494000266,0.6914566914566914,0.696969696969697,-0.18045112781955633,-0.1751085383502067,-0.07131829784944792,-0.06086598358097185,0.3839982653946204,0.11872921670908704,0.1189425673799151,0.32967032967037496,0.157894736843113,0.16379310344831136,-0.07536614303086743,0.13333333333353545,-0.31672597864768814,-0.2398753894080913,-0.6813369087440901,0.4051228001000909
5,0,0,193,0.8239099524320438,0.47351778210363504,0.8973618973618973,-0.2222222222222222,0.01954887218045051,-0.014471780028930464,-0.05815304103526344,-0.04454879410229127,0.49457935819601695,0.2264115356985037,0.22660894863542363,0.681318681318625,0.5789473684215565,0.5517241379309837,-0.9007826993235146,0.4000000000006063,-0.05693950177934921,-0.07476635514018891,0.33776573687557065,-0.7257148489926527
58,6,0,156,0.3106458545690627,0.2818994527144504,0.4195804195804196,0.12121212121212122,0.6962406015037611,0.7366136034732352,-0.34940223586610625,-0.34688867474888246,-0.896429603931785,-0.28615089132082366,-0.2862403175924014,0.351648351648375,0.5263157894730544,0.3534482758620166,-0.11622766921041496,0.3333333333323228,1.77580071174381,1.7227414330217787,0.37016559312194136,0.02896550678263036
44,55,1,137,0.6345381965838867,0.16509505003446862,0.2136012136012136,-0.7272727272727273,-0.01954887218045051,-0.02604920405209129,-0.16149244507836252,-0.15483787264807833,0.46884937843306995,-0.001883117364030652,-0.001584084327993038,0.021978021978124943,0.10526315789461087,0.26724137931037695,0.1934241758838077,0.13333333333353545,0.003558718861206797,0.08099688473519874,-0.7127415475631002,0.5021496652285001
215,221,2,140,-0.041515292740094294,0.18456925862198667,0.24434824434824434,0.8181818181818182,-1.6112781954887236,-1.6302460202604812,-0.38984900676233647,-0.3950213494796293,0.24233882625035513,-0.38520167969723973,-0.3852479461400848,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.14241659765340373,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.5129240040914502,-0.00015165186797105624
84,100,1,59,-0.4337985422612422,-0.5891173192715824,-0.35205535205535204,-0.0707070707070707,1.6300751879699351,1.6845151953690363,0.09661254764172236,0.10209386377277735,-0.501951431049446,0.25230711501383696,0.25267219253410517,0.582417582417625,0.47368421052694565,-0.24137931034478705,0.21931160890021958,0.2666666666670709,0.9893238434163796,1.0124610591900196,0.31852486661321994,-0.5339055663818133
213,179,2,18,-0.7363794759201291,-1.6303749911991816,-0.46886446886446886,-0.7171717171717171,-0.28721804511277815,-0.24891461649781788,-0.46816250074916876,-0.46490771925896396,-0.453237930037594,-0.3781629484068303,-0.37816436957845434,0.384615384615375,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,0.3333333333323228,-0.551601423487539,-0.3987538940809839,0.32162109860946086,0.1909600321501962
42,154,2,39,-0.6062471234784946,-0.956272380293791,-0.4245754245754246,-0.0707070707070707,-0.04360902255638566,-0.0882778581765581,-0.5090007080828624,-0.5029088513411477,0.0837669846776543,-0.36588565517820243,-0.3658888950605704,-0.5494505494505,-0.10526315789461087,-0.1810344827586393,-0.29495910861528013,-0.3333333333353544,0.024911032028488034,-0.05295950155765446,-0.7181599535565198,0.8425777784517856
97,26,1,119,0.07179831904422548,0.03853840322271604,0.0431050431050431,-0.04040404040404041,1.6872180451127918,1.6685962373372127,-0.059150364235665116,-0.046856204985695524,-0.8150477016478855,0.21444924741960095,0.21450325358239916,1.164835164835125,0.21052631578922174,0.22413793103445911,0.7779963478902562,1.400000000003638,2.225978647686834,2.2102803738317593,0.306029358914107,-1.001144971603188
171,91,1,308,0.785690231195937,0.8950200991111742,2.1393606393606395,1.3333333333333333,0.8496240601503754,0.8205499276411141,-0.39822493449183854,-0.3916062697682789,0.6438999710899171,-0.34435472124777505,-0.3443227109378848,-0.49450549450537507,0.36842105263233477,-0.13793103448272145,0.3157623447485752,0.13333333333353545,2.1387900355872267,1.9034267912772413,-0.8940922787714597,0.7116112252712672
64,19,0,176,0.45125405204985575,0.3904743530867526,0.6652606652606653,0.16161616161616163,-0.11127819548872356,-0.054992764109985125,-0.10889877958479033,-0.09237595312356682,1.439361087019367,0.1530440192261642,0.15296238965644807,0.956043956043875,0.21052631578922174,0.8965517241378365,0.6795485742503249,0.8666666666694962,-0.23131672597864408,0.018691588785029516,-0.6930583584441428,-0.21018948900903012
85,130,2,58,-0.5512042455159487,-0.604336430429754,-0.3563843563843564,0.6565656565656566,0.5969924812030136,0.46888567293777483,-0.17486495465976598,-0.16134089310333158,0.10949696444058811,-0.03737499166816843,-0.03708266478302289,-0.07692307692300004,0.42105263157844347,0.18965517241380325,0.5935032352444749,0.19999999999878734,1.540925266903959,1.1464174454828375,-0.6933900975865983,-0.0001213214943773967
49,135,2,33,-0.7687107691559275,-1.1034358384651455,-0.4405594405594406,1.595959595959596,1.7789473684210648,1.7713458755427012,-0.08602863050259664,-0.08067637550949794,-0.46017635154669445,0.015359206859010594,0.015050111142668153,-0.6593406593405001,-0.05263157894610873,-0.4051724137930984,1.0121552274451704,0.19999999999878734,1.3843416370106982,1.3582554517133845,0.2123683410278385,-0.4998142264617359
93,149,2,22,-0.6649478410962317,-1.4573714559763373,-0.46294446294446295,-0.898989898989899,-0.001503759398494878,-0.002894356005786093,-0.1582863942572343,-0.14824626658756737,0.4236050881757682,0.014260145702132687,0.01421379007502785,0.72527472527475,0.47368421052694565,0.8189655172413607,0.4949884585997171,0.4000000000006063,0.12455516014235926,0.13084112149531288,-0.7578580709368863,0.6939286174657472
